HINO 001 - Chuvas de Graça
HINO 002 - Saudosa Lembrança
HINO 003 - Plena Paz
HINO 004 - Deus Velará Por  Ti
HINO 005 - Ó Desce Fogo Santo
HINO 006 - Na Maldição da Cruz
HINO 007 - Cristo Cura Sim
HINO 008 - Cristo O Fiel Amigo
HINO 009 - Marchai Soldado de Cristo
HINO 010 - Eu Te Louvo
HINO 011 - Ó Cristão, Eia Avante
HINO 012 - Vem Já Pecador
HINO 013 - Jesus Comprou-Me
HINO 014 - Gozo Em Jesus
HINO 015 - Conversão
HINO 016 - Despertar Para O Trabalho
HINO 017 - Pensando Em Jesus
HINO 018 - Grata Nova
HINO 019 - O Convite de Cristo
HINO 020 - Olhai O Cordeiro de Deus
HINO 021 - Gloriosa Aurora
HINO 022 - Ceia do Senhor
HINO 023 - Glória A Jesus
HINO 024 - Poder Pentecostal
HINO 025 - Jesus, Tu És Bom
HINO 026 - A Formosa Jerusalém
HINO 027 - Amor Que Vence
HINO 028 - Deus Vai Te Guiar
HINO 029 - O Precioso Sangue
HINO 030 - Não Sou Meu
HINO 031 - Glória Ao Meu Jesus
HINO 032 - Meu Cristo! Meu Cristo!
HINO 033 - Com Tua Mão
HINO 034 - Milicia de Jesus
HINO 035 - O Grande Amor
HINO 036 - O Exilado
HINO 037 - Cristo Pra Mim
HINO 038 - O Senhor É Rei
HINO 039 - Alvo Mais Que Neve
HINO 040 - A Cidade do Bom Deus
HINO 041 - A Cristo Coroai
HINO 042 - Saudai Jesus
HINO 043 - Doce Lar
HINO 044 - Oh! Que Glória!
HINO 045 - Redentor Onipotente
HINO 046 - Um Pendão Real
HINO 047 - Rocha Eterna
HINO 048 - O Dia do Triunfo de Jesus
HINO 049 - Aleluia! Já Creio
HINO 050 - Sempre Fiéis
HINO 051 - Adoração Reconhecida
HINO 052 - Tudo Está Bem
HINO 053 - A Esperança da Igreja
HINO 054 - Louvemos Ao Redentor
HINO 055 - Mais Perto da Tua Cruz
HINO 056 - Tudo Em Cristo
HINO 057 - Vivica-Nos, Senhor
HINO 058 - Não Temas
HINO 059 - Eu Creio, Sim
HINO 060 - Exultação do Crente
HINO 061 - Deus Tomará Conta de Ti
HINO 062 - Achei Jesus
HINO 063 - Acordai, Acordai
HINO 064 - De Todo O Mundo: Aleluia
HINO 065 - Quem Irá?
HINO 066 - Pronto A Salvar
HINO 067 - Quem Quer Ir Com Cristo?
HINO 068 - Gozo de Ter Salvação
HINO 069 - Jesus Quebrou Os Meus Grilhões
HINO 070 - Cristo Jesus Vai Voltar
HINO 071 - Santo És Tu, Senhor
HINO 072 - Rasgou-Se O Véu
HINO 073 - Vem, Vem A Mim
HINO 074 - Cristo Virá
HINO 075 - Em Jesus Tens A Palma da Vitória
HINO 076 - Vem, Ó Pródigo
HINO 077 - Guarda O Contato
HINO 078 - Meu Forte Redentor
HINO 079 - Sua Graça Me Basta
HINO 080 - Cristo Te Chama
HINO 081 - Pode Salvar
HINO 082 - Um Meigo Salvador
HINO 083 - Não Posso Explicar
"HINO 084 - Grande ""Eu Sou"""
HINO 085 - Deixai Entrar O Espírito de Deus
HINO 086 - Satisfeito Com Cristo
HINO 087 - Meu Testemunho
HINO 088 - Revela A Nós, Senhor
HINO 089 - Sublime E Grande Amor
HINO 090 - Há Paz E Alegria
HINO 091 - Nívea Luz
HINO 092 - O Bondoso Salvador
HINO 093 - Há Trabalho Pronto
HINO 094 - Na Jerusalém de Deus
HINO 095 - Ouve, Ó Pecador
HINO 096 - Deixa Penetrar A Luz
HINO 097 - Há Um Caminho Santo
HINO 098 - Estarás Vigiando?
HINO 099 - Eis O Dia A Declinar
HINO 100 - O Bom Consolador
HINO 101 - A Unção Real
HINO 102 - Crê Na Promessa
HINO 103 - Caminhemos Na Luz
HINO 104 - Jesus Procura A Ovelha
HINO 105 - A Gloriosa Esperança
HINO 106 - Viva Cristo
HINO 107 - Firme Nas Promessas
HINO 108 - Pelejar Por Jesus
HINO 109 - Venha A Jesus
HINO 110 - Clama: Jesus,  Jesus!
HINO 111 - Que Mudança!
HINO 112 - O Nome Soberano
HINO 113 - O Celeste Diretor
HINO 114 - Aceita O Perdão de Jesus
HINO 115 - Trabalhai E Orai
HINO 116 - Livre Estou!
HINO 117 - O Senhor Salva A Todo Pecador
HINO 118 - Face A Face
HINO 119 - Inesgotável É Seu Amor
HINO 120 - Noite de Paz
HINO 121 - Maravilho É Jesus
HINO 122 - Fogo Divino
HINO 123 - Cristo Voltará
HINO 124 - Adoração
HINO 125 - Quem Dera Hoje Vir!
HINO 126 - Bem-Aventurança
HINO 127 - O Senhor da Ceifa Chama
HINO 128 - Entrega Teu Coração
HINO 129 - A Fonte Salvadora 
HINO 130 - Cristo É Meu!
HINO 131 - De Valor Em Valor
HINO 132 - Obreiros do Senhor
HINO 133 - No Rol do Livro 
HINO 134 - Jesus À Porta do Coração
HINO 135 - O Nome Precioso
HINO 136 - Jesus, Nosso Socorro
HINO 137 - Liberto da Escravidão 
HINO 138 - Quem Bate É Jesus Cristo
HINO 139 - Jesus, Meu Eterno 
HINO 140 - A Segurança do Crente
HINO 141 - Guia-Me Sempre, Meu Senhor
HINO 142 - A Cidade Celeste
HINO 143 - O Verdadeiro Amigo
HINO 144 - Vem À Assembléia de Deus
HINO 145 - União do Crente Com Seu Senhor
HINO 146 - Caminho  Brilhante
HINO 147 - Servir A Jesus
HINO 148 - Bendirei A Jesus
HINO 149 - Canto do Pescador
HINO 150 - Para Casamentos
HINO 151 - Fala, Jesus Querido
HINO 152 - Pela Cruz Ao Céu Irei
HINO 153 - Soldados de Cristo
HINO 154 - Doce Nome de Jesus
HINO 155 - Imploramos Teu Poder
HINO 156 - A Ovelha Perdida
HINO 157 - Cristo, Em 
HINO 158 - Que Farás de Jesus Cristo?
HINO 159 - Cantai, Ó Peregrinos
HINO 160 - Deus Nos Quis Salvar
HINO 161 - Navegando Para Terra Celeste
HINO 162 - O Estandarte da Verdade
HINO 163 - Cristo Morreu Por Mim
HINO 164 - Paz, Luz E Amor
HINO 165 - A Armadura Cristã
HINO 166 - Deixa Entrar O Rei da Glória
HINO 167 - As Testemunhas de Jesus
HINO 168 - Meus Irmãos, Nós Jubilemos
HINO 169 - Oh! Jesus Me Ama 
HINO 170 - Ao Calvário de Horror
HINO 171 - Um Pecador Remido
HINO 172 - Ó Vem Te Entregar
HINO 173 - Os Santos Louvam Ao Senhor
HINO 174 - Glória, Aleluia, Glória
HINO 175 - Irmãos Amados
HINO 176 - Sacerdotes do Senhor
HINO 177 - Salvo Estou
HINO 178 - Gloriosa Paz
HINO 179 - Redentor Formoso
HINO 180 - Em Cristo Fruimos A Paz
HINO 181 - Vem, Celeste Redentor
HINO 182 - Jesus No Getsêmani
HINO 183 - Ressuscitou
HINO 184 - Meu Jesus! Meu Jesus!
HINO 185 - Invocação E Louvor
HINO 186 - De Valor Em Valor
HINO 187 - Mais Perto, Meu Deus, de Ti!
HINO 188 - O Gozo do Céu
HINO 189 - Glória Ao Salvador
HINO 190 - Cristo! Meu Cristo!
HINO 191 - O Meu Jesus
HINO 192 - Pelo Sangue
HINO 193 - A Alma Abatida 
HINO 194 - Jesus Me Guiará
HINO 195 - Benigno Salvador
HINO 196 - Uma Flor Gloriosa
HINO 197 - O Lar da Glória
HINO 198 - Jesus, O Bom Amigo
HINO 199 - A Ceia do Senhor
HINO 200 - O Bondoso Amigo
HINO 201 - A Decisão
HINO 202 - Lugar de Delicias
HINO 203 - Deixai As Ilusões
HINO 204 - O Peregrino Na Terra
HINO 205 - Graça, Graça
HINO 206 - O Clarim Nos Alerta
HINO 207 - Jerusalém Divina
HINO 208 - Vem A Cristo
HINO 209 - A Voz do Bom Pastor
HINO 210 - Fala, Fala, Senhor
HINO 211 - Vem A Deus
HINO 212 - Os Guerreiros Se Preparam
HINO 213 - Sobre A Terra Vou Andando
HINO 214 - Desejamos Ir Lá
HINO 215 - Ver-Nos-Emos
HINO 216 - Louvai A Deus
HINO 217 - Ouve Sua Voz
HINO 218 - Dá Teu Fardo A Jesus
HINO 219 - O Amor do Criador
HINO 220 - Ide Segar
HINO 221 - Opera Em Mim!
HINO 222 - Vem A Jesus, Ó Perdido
HINO 223 - Na Minh'Alma Reina Paz
HINO 224 - É O Tempo de Segar
HINO 225 - Sê Valente
HINO 226 - Cristo, Teu Santo Amor
HINO 227 - Deus Amou Este Mundo
HINO 228 - Este Mundo Não Compreende
HINO 229 - Jesus, Ó Meigo Salvador
HINO 230 - Nós Vogamos Nesta Nau
HINO 231 - Não Foi Com Ouro
HINO 232 - Os  Bem-Venturados
HINO 233 - A Ceia do Senhor
HINO 234 - O Gozo Dos Santos
HINO 235 - Já Sei, Já Sei
HINO 236 - Já Nos Lavou
HINO 237 - O Gozo de Estar Preparado
HINO 238 - Ó Pecador Desalentado
HINO 239 - Imploramos O Consolador 
HINO 240 - Oh Dia Alegre!
HINO 241 - Marchemos Sem Temor
HINO 242 - Eu Confio Firmemente
HINO 243 - Ao Abrir O Culto
HINO 244 - Louvai A Jesus
HINO 245 - Paz de Deus Em Jesus Encontrei
HINO 246 - O Descanso Em Jesus
HINO 247 - Deus Nos Guarde No Seu Amor
HINO 248 - Hosana E Glória
HINO 249 - Ó Vem, Senhor,
HINO 250 - Noiva de Jesus, Apronta-Te
HINO 251 - Ao Culto Não Faltar
HINO 252 - Santo, Santo És Tu, Senhor
HINO 253 - Avante, Ó Crentes
HINO 254 - Mais Perto de Jesus
HINO 255 - Meu Redentor
HINO 256 - Abandona Este Mundo de Horror
HINO 257 - O Perdão Sem Igual
HINO 258 - Na Rocha Eterna Firmado
HINO 259 - Creio Eu Na Bíblia
HINO 260 - Avante Com Nosso Capitão
HINO 261 - Alma Triste, Abatida
HINO 262 - Senhor, Estás Comigo
HINO 263 - Ao Fim do Culto
HINO 264 - Ó Pai Celeste
HINO 265 - Doce É Crer Em Cristo
HINO 266 - Resgatados Fomos
HINO 267 - Jesus, Minha Força
HINO 268 - Confiante Em Deus
HINO 269 - Louvarei Ao Meu Amado
HINO 270 - Louvando Ao Nosso Criador
HINO 271 - Na Mansão do Salvador
HINO 272 - Quando Jesus Aparecer
HINO 273 - Só A Ti Recorrerei
HINO 274 - Jesus É A Luz do Mundo
HINO 275 - Ó Acorda, Desperta!
HINO 276 - Em Canaã Eu Entrarei
HINO 277 - Salvo Estás? Limpo Estás?
HINO 278 - Levar A Cruz
HINO 279 - Ali Quero Ir, E Tu?
HINO 280 - Ó Jesus, Te Suplico
HINO 281 - Vem Sem Tardar
HINO 282 - Que Sangue Precioso
HINO 283 - O Pastor E As Ovelhas
HINO 284 - Bendito Cristo, Eis-Me Aqui
